,X,Y,OBJECTID,FIRE_ID,FIRE_NAME,ASMNT_TYPE,FIRE_TYPE,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,IG_DATE,LATITUDE,LONGITUDE,ACRES,IRWINID,MAP_ID,MAP_PROG,PERIM_ID,DNBR_OFFST,DNBR_STDDV,COMMENTS,PRE_ID,POST_ID,state_fips,county_fips,fips,county_name,population
1023,-120.109521469,39.75295417,840814,CA3976112013320030720,CHILCOOT COMPLEX,Initial,Wildfire,-970,-150,45,203,400,2003/07/20 00:00:00+00,39.761,-120.133,5763,,12898,MTBS,,-14,-9999,,704303220010822,504303220030820,6,63,6063,"Plumas County, California",19790
1024,-120.087810676,41.252769894,840815,CA4125312008820030731,BARBER,Initial,Wildfire,-970,-150,65,280,524,2003/07/31 00:00:00+00,41.253,-120.088,1420,,12899,MTBS,,-15,-9999,,504403120020723,504403120030912,6,49,6049,"Modoc County, California",8700
1025,-122.453152846,38.831084789,840816,CA3883112245320030903,MORGAN,Extended,Wildfire,-970,-150,50,259,500,2003/09/03 00:00:00+00,38.831,-122.453,2464,,12900,MTBS,504403320030912,-34,-9999,,504403320030523,504403320040322,6,33,6033,"Lake County, California",68163
1026,-118.478063996,35.180005859,840860,CA3518011847820030721,UNNAMED,Extended,Wildfire,-970,-150,30,238,475,2003/07/21 00:00:00+00,35.18,-118.478,1320,,12950,MTBS,,62,-9999,Used 09/23/03 scene to edit create perimeter,704103620020421,504103620040504,6,29,6029,"Kern County, California",909235
1027,-117.384170655,33.414832293,840861,CA3341411738220031021,ROBLAR 2,Extended,Wildfire,-970,-150,100,350,600,2003/10/21 00:00:00+00,33.412,-117.391,8775,,12951,MTBS,,40,48,Some edits made to mapping on 4/2023.,504003720010505,504003720040411,6,73,6073,"San Diego County, California",3298634
1028,-116.581561748,33.388270643,840862,CA3338811658220030716,COYOTE,Extended,Wildfire,-970,-150,150,242,400,2003/07/16 00:00:00+00,33.388,-116.582,19215,,12952,MTBS,,32,-9999,Used perimeter from CDF and made edits on the postfire image.,504003720010505,504003720040411,6,73,6073,"San Diego County, California",3298634
1029,-116.76553849,32.938572447,840863,CA3293911676620031025,CEDAR,Extended,Wildfire,-970,-150,100,197,350,2003/10/25 00:00:00+00,32.939,-116.766,268362,,12953,MTBS,,30,-9999,,504003720010505,504003720040411,6,73,6073,"San Diego County, California",3298634
1030,-116.915983781,33.204364357,840864,CA3320411691620031026,PARADISE,Extended,Wildfire,-970,-150,150,242,400,2003/10/26 00:00:00+00,33.204,-116.916,55995,,12954,MTBS,,48,-9999,Used perimeter from CFD and made edits based on the dNBR and postfire imagery.,504003720010505,504003720040411,6,73,6073,"San Diego County, California",3298634
1031,-118.665471803,35.310592425,840865,CA3531111866520030617,CALIENTE,Initial,Wildfire,-970,-150,50,300,9999,2003/06/17 00:00:00+00,35.311,-118.665,1246,,12956,MTBS,,-53,-9999,,504103620020920,504103620030923,6,29,6029,"Kern County, California",909235
1032,-118.886381032,34.852272983,840866,CA3485211888620030630,TEJON,Initial,Wildfire,-970,-150,105,300,9999,2003/06/30 00:00:00+00,34.852,-118.886,1195,,12957,MTBS,,-40,-9999,,504103620010901,504103620030923,6,29,6029,"Kern County, California",909235
1033,-118.909740785,34.901808051,840867,CA3490211891020030720,GRAPEVINE,Initial,Wildfire,-970,-150,20,300,9999,2003/07/20 00:00:00+00,34.902,-118.91,1955,,12958,MTBS,,-37,-9999,,504103620020920,504103620030923,6,29,6029,"Kern County, California",909235
1034,-118.715916119,34.425927818,840868,CA3442611871620031024,VERDALE,Extended,Wildfire,-970,-150,-150,240,9999,2003/10/24 00:00:00+00,34.426,-118.716,8483,,12959,MTBS,,-41,-9999,Hard to delineate fire perimeter edited Ca. Dept. Forestry perimeter,704103620020421,504103620040504,6,111,6111,"Ventura County, California",843843
1035,-122.281901365,38.91562394,840869,CA3891612228220030903,FORTY,Extended,Wildfire,-970,-150,10,147,320,2003/09/03 00:00:00+00,38.916,-122.282,1311,,12960,MTBS,504403320030912,-83,-9999,,704403320021003,704403320041024,6,113,6113,"Yolo County, California",216403
1036,-118.861211438,34.479706367,840870,CA3448011886120031023,PIRU,Extended,Wildfire,-970,-150,155,284,475,2003/10/23 00:00:00+00,34.48,-118.861,63920,,12961,MTBS,,5,-9999,,704103620030510,504103620040504,6,111,6111,"Ventura County, California",843843
1037,-121.327558998,41.743488834,840871,CA4174312132820030726,ACKLEY,Initial,Wildfire,-970,-150,75,260,9999,2003/07/26 00:00:00+00,41.743,-121.328,10231,,12962,MTBS,,48,-9999,,504403120020723,504403120030912,6,49,6049,"Modoc County, California",8700
1038,-121.16741247,37.095628821,840872,CA3709612116720030616,152,Initial,Wildfire,-970,-150,120,352,625,2003/06/16 00:00:00+00,37.096,-121.167,1703,,12963,MTBS,,-1,-9999,,504303420020716,504303420030820,6,47,6047,"Merced County, California",281202
1039,-120.963013401,36.876768472,840873,CA3687712096320030630,I-5,Initial,Wildfire,-970,-150,50,199,390,2003/06/30 00:00:00+00,36.877,-120.963,1101,,12964,MTBS,,-24,-9999,,504303420020716,504303420030820,6,47,6047,"Merced County, California",281202
1040,-116.958806824,33.640877821,840874,CA3363811696720030704,STAGE,Initial,Wildfire,-970,-150,90,355,650,2003/07/04 00:00:00+00,33.638,-116.967,2005,,12965,MTBS,,34,-9999,,704003720010630,504003720030714,6,65,6065,"Riverside County, California",2418185
1041,-117.164098555,33.982471343,840875,CA3398211716420030818,LOCUST,Extended,Wildfire,-970,-150,120,250,9999,2003/08/18 00:00:00+00,33.982,-117.164,1915,,12966,MTBS,,68,-9999,Fire not visivle in imagery  http://www.fs.fed.us/r5/rsl/clearinghouse/gis-downl,504003620030714,504003620040614,6,65,6065,"Riverside County, California",2418185
1042,-117.256654285,33.996310587,840876,CA3399611725720031021,PASS,Extended,Wildfire,-970,-150,120,177,300,2003/10/21 00:00:00+00,33.996,-117.257,2456,,12967,MTBS,,68,-9999,Fire not visible in imagery  used http://www.fs.fed.us/r5/rsl/clearinghouse/gis-,504003620030714,504003620040614,6,65,6065,"Riverside County, California",2418185
1043,-116.9815726,33.600588578,840877,CA3360111698220031026,MOUNTAIN,Extended,Wildfire,-970,-150,150,242,400,2003/10/26 00:00:00+00,33.601,-116.982,10630,,12968,MTBS,,114,-9999,Edited perimeter from the CDF based on the postfire image.,504003720010505,504003720040411,6,65,6065,"Riverside County, California",2418185
1044,-119.099835593,34.403166181,840878,CA3440311910020030903,ADAMS CANYON PHASE 1,Initial,Prescribed Fire,-970,-150,25,300,600,2003/09/03 00:00:00+00,34.403,-119.1,1233,,12969,MTBS,,-67,-9999,,504103620020920,504103620030923,6,111,6111,"Ventura County, California",843843
1045,-121.401860975,37.431600073,840879,CA3743212140220030720,DEL PUERTO,Extended,Wildfire,-970,-150,40,120,250,2003/07/20 00:00:00+00,37.432,-121.402,6441,,12971,MTBS,,-36,-9999,,504403420020707,504403420040813,6,99,6099,"Stanislaus County, California",552878
1046,-121.572496461,37.492246871,840880,CA3749212157220030827,DEVIL,Extended,Wildfire,-970,-150,120,252,440,2003/08/27 00:00:00+00,37.492,-121.572,4975,,12972,MTBS,504303420030921,36,-9999,,504303420030820,504303420040721,6,1,6001,"Alameda County, California",1682353
1047,-121.52228696,37.387265118,840881,CA3738712152220030827,JUMP,Extended,Wildfire,-970,-150,130,245,420,2003/08/27 00:00:00+00,37.387,-121.522,4817,,12973,MTBS,504303420030921,30,-9999,,504303420030820,504303420040721,6,85,6085,"Santa Clara County, California",1936259
1048,-121.244775969,37.229940676,840882,CA3723012124520030827,ANNIE,Extended,Wildfire,-970,-150,110,233,410,2003/08/27 00:00:00+00,37.23,-121.245,17383,,12974,MTBS,504303420030921,34,-9999,,504303420030820,504303420040721,6,99,6099,"Stanislaus County, California",552878
1049,-121.848045074,40.630876871,840883,CA4063112184820031027,WHITMORE,Extended,Wildfire,-970,-150,125,368,650,2003/10/27 00:00:00+00,40.631,-121.848,1238,,12975,MTBS,,-11,-9999,Whitmore,504403220030710,504403220040712,6,89,6089,"Shasta County, California",182155
1050,-120.468458085,35.416399465,840884,CA3541612046820030720,PARKHILL,Initial,Wildfire,-970,-150,60,467,880,2003/07/20 00:00:00+00,35.416,-120.468,1258,,12976,MTBS,,-72,-9999,,704303520020724,504303520030820,6,79,6079,"San Luis Obispo County, California",282424
1051,-120.208607304,35.041447258,840885,CA3504112020920030810,CHIMNEY,Extended,Wildfire,-970,-150,50,178,350,2003/08/10 00:00:00+00,35.041,-120.209,1275,,12977,MTBS,504203620030813,24,-9999,Used 08/13/03 scene to create perimeter,504203620030626,504203620040612,6,79,6079,"San Luis Obispo County, California",282424
1052,-118.79223224,34.335299007,840886,CA3433511879220031025,SIMI,Extended,Wildfire,-970,-150,50,250,9999,2003/10/25 00:00:00+00,34.335,-118.792,107756,,12978,MTBS,,-46,-9999,Hard to delineate fire perimeter edited Ca. Dept. Forestry,704103620020421,504103620040504,6,111,6111,"Ventura County, California",843843
1053,-119.866901699,38.050722016,840887,CA3805111986720030729,KIBBIE COMPLEX,Extended,Wildland Fire Use,-970,-150,60,329,570,2003/07/29 00:00:00+00,38.048,-119.86,6657,,12979,MTBS,,0,99,Some edits applied to mapping on 4/2023,504303420020716,504303420040705,6,109,6109,"Tuolumne County, California",55620
1054,-121.299911533,35.988057169,840890,CA3598812130020030804,UNNAMED,Initial,Wildfire,-970,-150,90,387,710,2003/08/04 00:00:00+00,35.988,-121.3,2711,,12982,MTBS,,-29,-9999,,704303520020724,504303520030820,6,53,6053,"Monterey County, California",439035
1055,-118.293663315,34.564287963,840992,CA3456411829420030724,HAUSER,Extended,Wildfire,-970,-150,40,250,600,2003/07/24 00:00:00+00,34.564,-118.294,2139,,13090,MTBS,,-56,-9999,Used 09/23/03 scene to edit Ca. Dept. Forestry perimeter,704103620020421,504103620040504,6,37,6037,"Los Angeles County, California",10014009
1056,-117.689053846,34.172529882,840993,CA3417311768920031025,PADUA,Extended,Wildfire,-970,-150,100,277,500,2003/10/25 00:00:00+00,34.173,-117.689,10577,,13091,MTBS,,19,-9999,Padua,504003620030714,504003620040614,6,37,6037,"Los Angeles County, California",10014009
1057,-118.793787873,37.820203593,840994,CA3782011879420030902,DEXTER WFU,Extended,Wildland Fire Use,-970,-150,50,205,400,2003/09/02 00:00:00+00,37.82,-118.794,2414,,13093,MTBS,,7,-9999,,504203420030712,504203420040714,6,51,6051,"Mono County, California",13195
1058,-122.72739772,39.531264204,840995,CA3953112272720030903,GRINDSTONE COMPLEX (HAPPY CAMP),Extended,Wildfire,-970,-150,80,297,550,2003/09/03 00:00:00+00,39.531,-122.727,2122,,13094,MTBS,,-11,-9999,,504503320030701,504503320040703,6,21,6021,"Glenn County, California",28917
1059,-122.820918544,39.504250905,840996,CA3950412282120030903,GRINDSTONE COMPLEX (DEAFY),Extended,Wildfire,-970,-150,90,306,560,2003/09/03 00:00:00+00,39.504,-122.821,4903,,13095,MTBS,,-6,-9999,,504503320030701,504503320040703,6,33,6033,"Lake County, California",68163
1060,-122.828381405,39.634373521,840997,CA3963412282820030928,SPANISH,Extended,Wildfire,-970,-150,110,324,580,2003/09/28 00:00:00+00,39.634,-122.828,6384,,13096,MTBS,,1,-9999,,504503220010524,504503220040617,6,21,6021,"Glenn County, California",28917
1061,-117.173212921,34.176139022,840998,CA3417611717320030905,BRIDGE,Extended,Wildfire,-970,-150,100,277,500,2003/09/05 00:00:00+00,34.176,-117.173,1181,,13097,MTBS,,19,-9999,Bridge Fire,504003620030714,504003620040614,6,71,6071,"San Bernardino County, California",2181654
1062,-117.528295119,34.202061125,840999,CA3418611747320031021,GRAND PRIX,Extended,Wildfire,-970,-150,100,315,570,2003/10/21 00:00:00+00,34.186,-117.473,50799,,13098,MTBS,,19,-9999,,504003620030714,504003620040614,6,71,6071,"San Bernardino County, California",2181654
1063,-117.26116452,34.232585076,841000,CA3424711728420031025,OLD,Extended,Wildfire,-970,-150,100,304,550,2003/10/25 00:00:00+00,34.247,-117.284,90180,,13099,MTBS,,19,-9999,,504003620030714,504003620040614,6,71,6071,"San Bernardino County, California",2181654
1064,-118.439344331,35.430350195,841001,CA3543011843920030723,BASIN,Extended,Wildfire,-970,-150,180,237,370,2003/07/23 00:00:00+00,35.43,-118.439,1051,,13100,MTBS,,60,-9999,,504103520030705,504103520040723,6,29,6029,"Kern County, California",909235
1065,-118.531105235,36.34690129,841002,CA3634711853120030801,COONEY WFU,Extended,Wildland Fire Use,-970,-150,90,206,375,2003/08/01 00:00:00+00,36.347,-118.531,1793,,13101,MTBS,,8,-9999,,504103520030705,504103520040723,6,107,6107,"Tulare County, California",473117
1066,-118.210336442,36.117546194,841003,CA3611811821020030903,ALBANITA AND HOOKER,Extended,Wildfire,-970,-150,90,257,470,2003/09/03 00:00:00+00,36.118,-118.21,4946,,13102,MTBS,,16,-9999,,504103520030705,504103520040723,6,107,6107,"Tulare County, California",473117
1067,-118.412906372,36.334983403,841004,CA3633511841320030824,KAWEAH-KERN COMPLEX (WEST KERN),Extended,Wildland Fire Use,-970,-150,90,198,360,2003/08/24 00:00:00+00,36.34,-118.41,7366,,13103,MTBS,,12,30,Perimeter hard to see in places.,504103520030705,504103520040723,6,107,6107,"Tulare County, California",473117
1068,-123.300601013,40.788625882,841005,CA4078912330120030914,LOMA,Extended,Wildfire,-970,-150,85,339,625,2003/09/14 00:00:00+00,40.789,-123.301,3728,,13104,MTBS,,6,-9999,,504503220020714,504503220040804,6,105,6105,"Trinity County, California",16112
1069,-119.899867571,38.146015043,841006,CA3814611990020030720,MOUNTAIN COMPLEX,Extended,Wildfire,-970,-150,110,189,330,2003/07/20 00:00:00+00,38.146,-119.9,4033,,13105,MTBS,,-3,-9999,,504303420020716,504303420040705,6,109,6109,"Tuolumne County, California",55620
1070,-119.9876898,38.38245947,841007,CA3838211998820030831,WHITT,Extended,Wildfire,-970,-150,100,291,525,2003/08/31 00:00:00+00,38.382,-119.988,1140,,13106,MTBS,,34,-9999,,504303320030820,504303320040806,6,109,6109,"Tuolumne County, California",55620
1071,-119.943763206,38.443271557,841008,CA3844311994420030831,MUD WFU,Extended,Wildland Fire Use,-970,-150,85,272,500,2003/08/31 00:00:00+00,38.443,-119.944,4457,,13107,MTBS,,16,-9999,,504303320030820,504303320040806,6,3,6003,"Alpine County, California",1204
1072,-116.655729516,33.323800622,841029,CA3332411665620030612,UNNAMED,Extended,Wildfire,-970,-150,100,170,300,2003/06/12 00:00:00+00,33.324,-116.656,2714,,13128,MTBS,,63,-9999,,504003720010505,504003720040411,6,73,6073,"San Diego County, California",3298634
1073,-118.872728372,34.04425148,841101,CA3404411887320030106,PACIFIC,Initial,Wildfire,-970,-150,110,227,400,2003/01/06 00:00:00+00,34.044,-118.873,1073,,13206,MTBS,,-11,-9999,,504103620020123,704103620030118,6,37,6037,"Los Angeles County, California",10014009
1074,-121.506622137,41.699754087,841104,CA4170012150720030506,S.BOUNDARY,Initial,Prescribed Fire,-970,-150,100,237,425,2003/05/06 00:00:00+00,41.7,-121.507,1431,,13209,MTBS,,14,-9999,,504403120011008,504403120030912,6,93,6093,"Siskiyou County, California",44076
1075,-118.688376099,36.466576851,841106,CA3646711868820030625,ATWOOD,Extended,Prescribed Fire,-970,-150,130,337,590,2003/06/25 00:00:00+00,36.467,-118.688,2440,,13211,MTBS,,18,-9999,Hard to determine fire perimeter,504203520020725,504203520040730,6,107,6107,"Tulare County, California",473117
1076,-118.695034617,36.70888156,841107,CA3670911869520030728,KAWEAH-KERN COMPLEX (WILLIAMS),Extended,Wildland Fire Use,-970,-150,140,292,500,2003/07/28 00:00:00+00,36.709,-118.695,3530,,13212,MTBS,,31,-9999,Edited Ca. Dept. Forestry perimeter,504203420020725,504203420040714,6,107,6107,"Tulare County, California",473117
1077,-118.745846284,36.486626357,841108,CA3648711874620030927,KAWEAH-KERN COMPLEX (PARADISE 2),Extended,Wildfire,-970,-150,160,310,520,2003/09/27 00:00:00+00,36.487,-118.746,1308,,13213,MTBS,,70,-9999,Edited Ca. Dept. Forestry perimeter,504203520030813,504203520040730,6,107,6107,"Tulare County, California",473117
1078,-119.588339971,37.855243162,841110,CA3785511958820030731,DUNCAN COMPLEX (WHISKEY),Extended,Wildland Fire Use,-970,-150,90,239,435,2003/07/31 00:00:00+00,37.855,-119.588,1107,,13215,MTBS,,2,-9999,,504203420030712,504203420040714,6,43,6043,"Mariposa County, California",17131
1079,-119.727885665,37.84642892,841111,CA3784611972820030831,KIBBIE COMPLEX (TUOLUMNE),Extended,Wildland Fire Use,-970,-150,110,281,500,2003/08/31 00:00:00+00,37.846,-119.728,3361,,13216,MTBS,,12,-9999,,504303420020716,504303420040705,6,109,6109,"Tuolumne County, California",55620
1080,-121.229836157,35.904116715,841206,CA3589512121720030703,UNNAMED,Initial (SS),Unknown,9999,9999,160,-9999,-9999,2003/07/03 00:00:00+00,35.895,-121.217,1586,,13316,MTBS,,-9999,-9999,,,504303520030703,6,53,6053,"Monterey County, California",439035
1081,-121.226854238,35.918589754,841207,CA3591912122720030820,UNNAMED,Initial (SS),Unknown,9999,9999,165,-9999,-9999,2003/08/20 00:00:00+00,35.919,-121.227,1205,,13317,MTBS,,-9999,-9999,,,504303520030820,6,53,6053,"Monterey County, California",439035
1082,-121.176502327,35.925868846,841208,CA3592612117620030703,UNNAMED,Initial (SS),Unknown,9999,9999,160,-9999,-9999,2003/07/03 00:00:00+00,35.926,-121.176,2252,,13318,MTBS,,-9999,-9999,,,504303520030703,6,53,6053,"Monterey County, California",439035
1083,-121.152609288,35.943371953,841210,CA3593612115120030524,UNNAMED,Initial (SS),Unknown,9999,9999,135,-9999,-9999,2003/05/24 00:00:00+00,35.936,-121.151,1595,,13320,MTBS,,-9999,-9999,,,504303520030601,6,53,6053,"Monterey County, California",439035
1084,-120.241630752,40.629316149,841395,CA4062512025120031015,SECRET,Initial,Wildfire,-970,-150,0,250,9999,2003/10/15 00:00:00+00,40.628,-120.24,1126,,10005806,MTBS,,-35,19,,504303220030921,504303220031023,6,35,6035,"Lassen County, California",32730
1085,-120.004355743,40.700377145,841398,CA4070012000420030721,SMOKE,Initial,Wildfire,-970,-150,80,180,9999,2003/07/21 00:00:00+00,40.699,-119.999,7807,,10007170,MTBS,,30,16,,704303220010822,504303220030820,6,35,6035,"Lassen County, California",32730
1086,-118.144648088,36.228228037,841400,CA3621511813520030827,SUMMIT COMPLEX,Extended,Wildfire,-970,-150,70,240,450,2003/08/27 00:00:00+00,36.229,-118.141,6370,,10007257,MTBS,,8,24,,504103520030705,504103520040723,6,107,6107,"Tulare County, California",473117
1087,-121.334713556,37.551391102,841404,CA3755112133520030601,BIRD,Initial,Wildfire,-970,-150,100,450,9999,2003/06/01 00:00:00+00,37.551,-121.335,7727,,10008005,MTBS,,-11,38,,504303420010814,504303420030820,6,99,6099,"Stanislaus County, California",552878
1088,-123.934227993,40.276894125,841423,CA4025912391820030903,CANOE,Extended,Wildfire,-970,-150,90,311,570,2003/09/03 00:00:00+00,40.276,-123.934,10881,,10022109,MTBS,,1,26,This fire was previously mapped with ca4025912391820030930 event id. Fire was recreated to correct wrong ignition date. New offsets used but original thresholds kept as is.,504603220030708,504603220040726,6,23,6023,"Humboldt County, California",136463
1089,-119.547547125,38.59818019,841501,CA3859811954820040625,DANA,Extended,Wildfire,-970,-150,10,136,300,2004/06/25 00:00:00+00,38.598,-119.548,3056,,13459,MTBS,,-35,-9999,Dana (Vittori  Cole Complex?),504303320020716,504303320050724,6,51,6051,"Mono County, California",13195
1090,-116.681483152,33.9902638,841502,CA3399011668120040512,COTTONWOOD,Extended,Wildfire,-970,-150,70,200,9999,2004/05/12 00:00:00+00,33.99,-116.681,1874,,13463,MTBS,,-12,-9999,Cottonwood  Digitized from L7 July 24  2004,504003620031119,504003620050703,6,65,6065,"Riverside County, California",2418185
1091,-116.88175857,33.60765939,841503,CA3360811688220040717,MELTON,Initial,Wildfire,-970,-150,110,335,600,2004/07/17 00:00:00+00,33.608,-116.882,3958,,13464,MTBS,,45,-9999,Melton,504003720030714,704003720040724,6,65,6065,"Riverside County, California",2418185
1092,-122.659665772,40.711335837,841505,CA4074012270320040814,FRENCH,Extended,Wildfire,-970,-150,100,277,500,2004/08/14 00:00:00+00,40.74,-122.703,13683,,13466,MTBS,,-21,-9999,Spot?,504503220040804,504503220050722,6,89,6089,"Shasta County, California",182155
1093,-122.746324412,38.728765691,841506,CA3872912274620040903,GEYSERS,Extended,Wildfire,-970,-150,100,277,500,2004/09/03 00:00:00+00,38.729,-122.746,12075,,13467,MTBS,,-58,-9999,Geysers   SW perimeter indistinct,504503320040703,504503320050706,6,97,6097,"Sonoma County, California",488863
1094,-122.273680648,38.756815709,841507,CA3875712227420041010,RUMSEY,Extended,Wildfire,-970,-150,50,232,450,2004/10/10 00:00:00+00,38.757,-122.274,39335,,13468,MTBS,,-33,-9999,Rumsey  digitized from L7 Oct 24  04,504403320040712,504403320050715,6,55,6055,"Napa County, California",138019
1095,-122.628008796,39.632750382,841528,CA3963312262820040115,GRINDSTONE BRUSH (GS),Extended,Prescribed Fire,-970,-150,25,276,550,2004/01/15 00:00:00+00,39.633,-122.628,1360,,13490,MTBS,,-68,-9999,Grindstone Brush,504503220030818,504503220050722,6,21,6021,"Glenn County, California",28917
1096,-122.454714666,41.950621785,841529,CA4195112245520040724,IRONGATE,Initial (SS),Wildfire,9999,9999,50,-150,-200,2004/07/24 00:00:00+00,41.951,-122.455,2340,,13491,MTBS,,-9999,-9999,,,504503120040804,6,93,6093,"Siskiyou County, California",44076
1097,-117.497185262,34.354614719,841530,CA3435511749720040907,RUNWAY,Extended,Wildfire,-970,-150,75,280,9999,2004/09/07 00:00:00+00,34.355,-117.497,1415,,13492,MTBS,,-41,-9999,Runway,504003620031119,504003620050703,6,71,6071,"San Bernardino County, California",2181654
1098,-121.499482981,39.597210646,841531,CA3959712149920040811,OREGON,Extended,Wildfire,-970,-150,50,286,550,2004/08/11 00:00:00+00,39.597,-121.499,1983,,13493,MTBS,,-4,-9999,Oregon,504403220040712,504403220050715,6,7,6007,"Butte County, California",211632
1099,-120.572737984,36.237021808,841532,CA3623712057320040711,GATOS,Extended,Wildfire,-970,-150,-40,161,380,2004/07/11 00:00:00+00,36.237,-120.573,1007,,13494,MTBS,,-138,-9999,Gatos  indistinct boundary on dNBR,504303520040705,504303520050708,6,19,6019,"Fresno County, California",1008654
1100,-117.318255628,33.380741402,841533,CA3338111731820040502,INDIA,Initial,Wildfire,-970,-150,110,335,600,2004/05/02 00:00:00+00,33.381,-117.318,2135,,13496,MTBS,,45,-9999,India,504003720030714,704003720040724,6,73,6073,"San Diego County, California",3298634
1101,-119.948001018,37.486939167,841534,CA3748711994820040912,OLD HWY,Extended,Wildfire,-970,-150,50,259,500,2004/09/12 00:00:00+00,37.487,-119.948,1395,,13497,MTBS,,-14,-9999,Old Hwy/MPUD 149,504303420040705,504303420050724,6,43,6043,"Mariposa County, California",17131
1102,-121.665729927,37.41857692,841535,CA3741912166620040808,KINCAID,Extended,Wildfire,-970,-150,60,289,550,2004/08/08 00:00:00+00,37.419,-121.666,1219,,13499,MTBS,,-10,-9999,Kincaid,504403420030811,504403420050731,6,85,6085,"Santa Clara County, California",1936259
1103,-120.674258225,37.916524213,841536,CA3791712067420040806,CALAVERAS COMPLEX,Initial,Wildfire,-970,-150,130,383,675,2004/08/06 00:00:00+00,37.917,-120.674,3682,,13501,MTBS,,55,-9999,AKA? 6440 Copper and 6428 Calavaras Complx?,504303420030921,504303420040923,6,9,6009,"Calaveras County, California",45292
1104,-120.87066126,38.172847903,841537,CA3817312087120040903,PATTISON,Initial,Wildfire,-970,-150,130,383,675,2004/09/03 00:00:00+00,38.173,-120.871,2863,,13502,MTBS,,-40,-9999,Pattison,504303420030921,504303420040923,6,9,6009,"Calaveras County, California",45292
1105,-120.424707626,38.187423191,841538,CA3818712042520040806,ARMSTRONG,Extended,Wildfire,-970,-150,50,232,450,2004/08/06 00:00:00+00,38.187,-120.425,1079,,13503,MTBS,,-68,-9999,Armstrong,504303420040705,504303420050724,6,9,6009,"Calaveras County, California",45292
1106,-118.607597526,34.74090169,841581,CA3474111860820040712,PINE,Extended,Wildfire,-970,-150,100,304,550,2004/07/12 00:00:00+00,34.741,-118.608,18309,,13548,MTBS,,-4,-9999,Pines  digitized from Aug 08  04 image,704103620030510,504103620050421,6,37,6037,"Los Angeles County, California",10014009
1107,-118.469684001,34.369579145,841582,CA3437011847020040717,CROWN COMPLEX (FOOTHILL),Extended,Wildfire,-970,-150,80,297,550,2004/07/17 00:00:00+00,34.37,-118.47,6464,,13549,MTBS,,15,-9999,Foothill  digitized from Aug 08  04 image,704103620030510,504103620050421,6,37,6037,"Los Angeles County, California",10014009
1108,-118.112977088,34.453601712,841583,CA3445411811320040720,CROWN COMPLEX (CROWN),Extended,Wildfire,-970,-150,70,239,450,2004/07/20 00:00:00+00,34.457,-118.113,12474,,13550,MTBS,,42,0,Crown  Digitized from Aug 8  2004 image,704103620030510,504103620050421,6,37,6037,"Los Angeles County, California",10014009
1109,-118.69120877,34.59687277,841584,CA3459711869120040807,EAST,Extended,Wildfire,-970,-150,90,220,400,2004/08/07 00:00:00+00,34.597,-118.691,1403,,13551,MTBS,,-11,-9999,East  Digitized from Aug 8  2004 image,704103620030510,504103620050421,6,37,6037,"Los Angeles County, California",10014009
1110,-120.28007587,38.501887059,841585,CA3850212028020041006,POWER,Extended,Wildfire,-970,-150,100,304,550,2004/10/06 00:00:00+00,38.502,-120.28,17266,,13552,MTBS,,0,-9999,Power,504303320040721,504303320050724,6,5,6005,"Amador County, California",40474
1111,-120.317779376,38.78675255,841586,CA3878712031820041013,FREDS,Extended,Wildfire,-970,-150,83,347,640,2004/10/13 00:00:00+00,38.786,-120.313,8147,,13553,MTBS,,3,45,"Freds

Adjusted thresholds and offsets: (9/8/2021 ) cwoody",504303320040721,504303320050724,6,17,6017,"El Dorado County, California",191185
1112,-121.077927975,40.826145066,841587,CA4082612107820040722,STRAYLOR,Extended,Wildfire,-970,-150,50,178,350,2004/07/22 00:00:00+00,40.826,-121.078,3492,,13554,MTBS,,-17,-9999,Straylor,504403220040712,504403220050715,6,35,6035,"Lassen County, California",32730
1113,-119.901255628,34.723515486,841588,CA3472411990120040503,CACHUMA,Extended,Wildfire,-970,-150,50,286,550,2004/05/03 00:00:00+00,34.724,-119.901,1067,,13555,MTBS,,6,-9999,Cachuma,504203620040425,504203620050412,6,83,6083,"Santa Barbara County, California",448229
1114,-120.196082305,34.486763358,841589,CA3448712019620040605,GAVIOTA,Extended,Wildfire,-970,-150,50,270,520,2004/06/05 00:00:00+00,34.487,-120.196,7624,,13556,MTBS,,-36,-9999,Gaviota  digitized from June 2004 image,504203620040425,504203620050412,6,83,6083,"Santa Barbara County, California",448229
1115,-123.544391053,40.702253071,841590,CA4070212354420040728,SIMS,Extended,Wildfire,-970,-150,101,305,550,2004/07/28 00:00:00+00,40.702,-123.544,3807,,13557,MTBS,,-16,-9999,,504503220030818,504503220050823,6,105,6105,"Trinity County, California",16112
1116,-116.842578995,33.499934557,841591,CA3350011684320040425,PLEASURE,Initial,Wildfire,-970,-150,110,335,600,2004/04/25 00:00:00+00,33.5,-116.843,2609,,13558,MTBS,,27,-9999,Pleasure,504003720030714,704003720040724,6,65,6065,"Riverside County, California",2418185
1117,-116.704123201,33.878477826,841592,CA3387811670420040711,VERBENIA,Extended,Wildfire,-970,-150,70,228,430,2004/07/11 00:00:00+00,33.878,-116.704,3999,,13559,MTBS,,23,-9999,Verbenia  Digitized from L7 July 24  2004 image,504003620031119,504003620050703,6,65,6065,"Riverside County, California",2418185
